mol_id,score_before,score_after,tanimoto_before,tanimoto_after,hbond_before,hbond_after,objective_before,objective_after,rmsd_shift,min_distance_before,min_distance_after,steps_accepted
2026-09-18-6fnk-s0-n100-refligand-0075,0.642857,0.642857,0.409091,0.409091,1,1,0.142857,0.142857,0.0,2.9182,2.9182,425
2026-09-18-6fnk-s0-n100-refligand-0076,0.285714,0.285714,0.285714,0.285714,0,0,0.142857,0.142857,0.0,3.1959,3.1959,549
2026-09-18-6fnk-s0-n100-refligand-0077,0.5,0.5,0.5,0.5,0,0,0.142857,0.142857,0.0,2.9421,2.9421,548
2026-09-18-6fnk-s0-n100-refligand-0078,0.642857,0.642857,0.5625,0.5625,1,1,0.214286,0.214286,0.0,2.5222,2.5222,498
2026-09-18-6fnk-s0-n100-refligand-0079,0.5,0.714286,0.411765,0.555556,0,1,0.142857,0.214286,0.9193,2.7506,2.2607,421
2026-09-18-6fnk-s0-n100-refligand-0080,0.571429,0.5,0.533333,0.4375,1,1,0.142857,0.285714,1.2567,2.7462,2.3501,523
2026-09-18-6fnk-s0-n100-refligand-0081,0.357143,0.357143,0.333333,0.333333,0,0,0.142857,0.142857,0.0,3.0089,3.0089,578
2026-09-18-6fnk-s0-n100-refligand-0082,0.785714,0.785714,0.55,0.611111,1,1,0.214286,0.285714,0.8094,2.7819,2.4871,383
2026-09-18-6fnk-s0-n100-refligand-0083,0.642857,0.642857,0.36,0.375,1,1,0.214286,0.285714,0.7209,2.4355,2.1724,288
2026-09-18-6fnk-s0-n100-refligand-0084,0.571429,0.714286,0.363636,0.434783,1,1,0.142857,0.214286,0.8035,1.846,2.3422,271
2026-09-18-6fnk-s0-n100-refligand-0085,0.285714,0.285714,0.285714,0.285714,0,0,0.142857,0.142857,0.0,3.055,3.055,611
2026-09-18-6fnk-s0-n100-refligand-0086,0.642857,0.642857,0.529412,0.45,0,1,0.214286,0.285714,1.2955,2.4738,2.29,335
2026-09-18-6fnk-s0-n100-refligand-0087,0.642857,0.571429,0.5,0.347826,1,1,0.142857,0.285714,1.437,2.0566,2.0426,328
2026-09-18-6fnk-s0-n100-refligand-0088,0.642857,0.714286,0.5625,0.555556,1,1,0.142857,0.214286,0.6658,3.0321,2.3674,518
2026-09-18-6fnk-s0-n100-refligand-0089,0.714286,0.642857,0.454545,0.428571,1,1,0.142857,0.214286,0.6512,2.3252,2.2207,379
2026-09-18-6fnk-s0-n100-refligand-0090,0.428571,0.428571,0.4,0.4,1,1,0.142857,0.142857,0.0,2.9798,2.9798,568
2026-09-18-6fnk-s0-n100-refligand-0091,0.571429,0.642857,0.533333,0.6,1,1,0.142857,0.214286,0.5093,2.9682,2.8919,538
2026-09-18-6fnk-s0-n100-refligand-0092,0.571429,0.642857,0.363636,0.375,1,1,0.142857,0.214286,0.6334,2.7136,2.0148,309
2026-09-18-6fnk-s0-n100-refligand-0093,0.428571,0.428571,0.4,0.4,1,1,0.142857,0.142857,0.0,2.9462,2.9462,547
2026-09-18-6fnk-s0-n100-refligand-0094,0.428571,0.428571,0.4,0.4,1,1,0.142857,0.142857,0.0,2.8864,2.8864,527
2026-09-18-6fnk-s0-n100-refligand-0095,0.642857,0.5,0.409091,0.318182,0,0,0.142857,0.214286,1.0554,2.8715,2.3397,386
2026-09-18-6fnk-s0-n100-refligand-0098,0.714286,0.642857,0.625,0.5625,1,1,0.142857,0.214286,0.3182,2.668,2.7679,485
2026-09-18-6fnk-s0-n100-refligand-0099,0.714286,0.714286,0.714286,0.714286,1,1,0.214286,0.214286,0.0,2.8366,2.8366,502
2026-09-18-6fnk-s0-n100-refligand-0100,0.571429,0.5,0.533333,0.388889,0,1,0.142857,0.214286,0.7881,2.7373,2.7945,562
