mol_id,score_before,score_after,tanimoto_before,tanimoto_after,hbond_before,hbond_after,rmsd_shift,min_distance_before,min_distance_after,steps_accepted
2026-09-17-6fnk-s0-n100-0076,0.357143,0.714286,0.277778,0.625,0,1,2.8565,1.513,2.0368,543
2026-09-17-6fnk-s0-n100-0077,0.428571,0.714286,0.333333,0.526316,1,1,2.6748,0.5808,0.7478,628
2026-09-17-6fnk-s0-n100-0078,0.5,0.642857,0.368421,0.529412,0,0,1.5332,1.3811,1.518,334
2026-09-17-6fnk-s0-n100-0079,0.357143,0.714286,0.333333,0.588235,0,0,2.9003,2.3776,2.1758,482
2026-09-17-6fnk-s0-n100-0080,0.428571,0.571429,0.315789,0.470588,1,1,1.9061,1.4232,1.5606,479
2026-09-17-6fnk-s0-n100-0081,0.428571,0.714286,0.4,0.625,0,1,2.5787,0.8858,1.0772,574
2026-09-17-6fnk-s0-n100-0082,0.428571,0.857143,0.285714,0.705882,1,1,2.7247,1.3388,1.4597,402
2026-09-17-6fnk-s0-n100-0083,0.428571,0.571429,0.333333,0.470588,0,0,2.25,1.32,2.1336,527
2026-09-17-6fnk-s0-n100-0084,0.357143,0.642857,0.263158,0.529412,1,1,2.2778,1.574,1.7414,441
2026-09-17-6fnk-s0-n100-0085,0.5,0.642857,0.411765,0.428571,0,1,2.2576,0.9999,1.1054,600
2026-09-17-6fnk-s0-n100-0086,0.285714,0.714286,0.222222,0.714286,0,1,2.5612,2.0437,2.1904,313
2026-09-17-6fnk-s0-n100-0087,0.428571,0.785714,0.352941,0.6875,0,1,1.4418,1.5321,2.2268,504
2026-09-17-6fnk-s0-n100-0088,0.571429,0.714286,0.4,0.526316,0,0,1.9957,0.634,1.1252,540
2026-09-17-6fnk-s0-n100-0089,0.5,0.714286,0.411765,0.666667,0,0,2.5687,1.2264,2.2745,562
2026-09-17-6fnk-s0-n100-0090,0.357143,0.571429,0.333333,0.5,0,0,2.1753,0.7592,1.0998,546
2026-09-17-6fnk-s0-n100-0091,0.5,0.785714,0.4375,0.733333,0,1,2.5065,1.0736,1.7692,550
2026-09-17-6fnk-s0-n100-0092,0.5,0.714286,0.35,0.625,1,0,2.2582,0.6159,0.9137,503
