target,measurement,variant,metric,value,unit,measured_utc,source,notes
6tgu,calibration_smoke_by_type,explicit:ACC,bits_missed,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:ACC,bits_ours,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:ACC,bits_reference,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:DON,bits_common,2,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:DON,bits_extra,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:DON,bits_missed,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:DON,bits_ours,2,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:DON,bits_reference,2,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:F-E,bits_common,1,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:F-E,bits_extra,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:F-E,bits_missed,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:F-E,bits_ours,1,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:F-E,bits_reference,1,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:F-F,bits_common,1,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:F-F,bits_extra,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:F-F,bits_missed,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:F-F,bits_ours,1,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:F-F,bits_reference,1,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:HYD,bits_common,5,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:HYD,bits_extra,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:HYD,bits_missed,7,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:HYD,bits_ours,5,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:HYD,bits_reference,12,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:ION+,bits_common,1,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:ION+,bits_extra,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:ION+,bits_missed,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:ION+,bits_ours,1,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:ION+,bits_reference,1,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:ION-,bits_common,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:ION-,bits_extra,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:ION-,bits_missed,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:ION-,bits_ours,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,calibration_smoke_by_type,explicit:ION-,bits_reference,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6tgu,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7,ligand_efficiency_median,0.247,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep --poses results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7.sdf,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7,molecules,91,,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep --poses results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7.sdf,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7,positive_energy,5,поз,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep --poses results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7.sdf,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7,vina_min_improved,23,молекул,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7,vina_min_median,-7.573,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep --poses results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7.sdf,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7,vina_min_wilcoxon_p,2.769e-04,,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep,парный двусторонний тест против исходных молекул
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7,vina_score_improved,0,молекул,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7,vina_score_median,-5.059,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep --poses results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7.sdf,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7,vina_score_wilcoxon_p,1.149e-14,,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep,парный двусторонний тест против исходных молекул
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7-clash,ligand_efficiency_median,0.263,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep --poses results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7-clash.sdf,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7-clash,molecules,91,,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep --poses results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7-clash.sdf,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7-clash,positive_energy,0,поз,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep --poses results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7-clash.sdf,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7-clash,vina_min_improved,29,молекул,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7-clash,vina_min_median,-7.685,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep --poses results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7-clash.sdf,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7-clash,vina_min_wilcoxon_p,1.271e-02,,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep,парный двусторонний тест против исходных молекул
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7-clash,vina_score_improved,5,молекул,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7-clash,vina_score_median,-5.344,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep --poses results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7-clash.sdf,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:all7-clash,vina_score_wilcoxon_p,8.497e-12,,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep,парный двусторонний тест против исходных молекул
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:source,ligand_efficiency_median,0.376,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:source,molecules,91,,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:source,positive_energy,1,поз,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:source,vina_min_median,-7.844,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep,
6tgu,docking,2026-08-23-6tgu-s0-n100-prep:source,vina_score_median,-7.325,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-23-6tgu-s0-n100-prep,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7,ligand_efficiency_median,0.210,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1 --poses results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7.sdf,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7,molecules,91,,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1 --poses results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7.sdf,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7,positive_energy,12,поз,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1 --poses results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7.sdf,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7,vina_min_improved,20,молекул,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7,vina_min_median,-7.722,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1 --poses results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7.sdf,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7,vina_min_wilcoxon_p,1.717e-06,,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1,парный двусторонний тест против исходных молекул
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7,vina_score_improved,0,молекул,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7,vina_score_median,-4.949,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1 --poses results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7.sdf,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7,vina_score_wilcoxon_p,5.280e-14,,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1,парный двусторонний тест против исходных молекул
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7-clash,ligand_efficiency_median,0.247,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1 --poses results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7-clash.sdf,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7-clash,molecules,91,,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1 --poses results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7-clash.sdf,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7-clash,positive_energy,3,поз,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1 --poses results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7-clash.sdf,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7-clash,vina_min_improved,21,молекул,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7-clash,vina_min_median,-7.618,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1 --poses results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7-clash.sdf,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7-clash,vina_min_wilcoxon_p,7.973e-05,,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1,парный двусторонний тест против исходных молекул
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7-clash,vina_score_improved,2,молекул,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7-clash,vina_score_median,-5.745,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1 --poses results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7-clash.sdf,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:all7-clash,vina_score_wilcoxon_p,8.565e-14,,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1,парный двусторонний тест против исходных молекул
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:source,ligand_efficiency_median,0.351,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:source,molecules,91,,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:source,positive_energy,0,поз,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:source,vina_min_median,-7.829,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1,
6tgu,docking,2026-08-24-6tgu-s0-n100-seed1:source,vina_score_median,-7.441,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-08-24-6tgu-s0-n100-seed1,
6tgu,docking,2026-09-16-6tgu-s0-n100:all7,ligand_efficiency_median,-1.323,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-09-16-6tgu-s0-n100 --poses results/pose_optimization-2026-09-16-6tgu-s0-n100-all7.sdf,
6tgu,docking,2026-09-16-6tgu-s0-n100:all7,molecules,68,,2026-09-18,python scripts/score_docking.py --run runs/2026-09-16-6tgu-s0-n100 --poses results/pose_optimization-2026-09-16-6tgu-s0-n100-all7.sdf,
6tgu,docking,2026-09-16-6tgu-s0-n100:all7,positive_energy,68,поз,2026-09-18,python scripts/score_docking.py --run runs/2026-09-16-6tgu-s0-n100 --poses results/pose_optimization-2026-09-16-6tgu-s0-n100-all7.sdf,
6tgu,docking,2026-09-16-6tgu-s0-n100:all7,vina_min_improved,38,молекул,2026-09-18,python scripts/score_docking.py --run runs/2026-09-16-6tgu-s0-n100,
6tgu,docking,2026-09-16-6tgu-s0-n100:all7,vina_min_median,15.896,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-09-16-6tgu-s0-n100 --poses results/pose_optimization-2026-09-16-6tgu-s0-n100-all7.sdf,
6tgu,docking,2026-09-16-6tgu-s0-n100:all7,vina_min_wilcoxon_p,3.920e-01,,2026-09-18,python scripts/score_docking.py --run runs/2026-09-16-6tgu-s0-n100,парный двусторонний тест против исходных молекул
6tgu,docking,2026-09-16-6tgu-s0-n100:all7,vina_score_improved,32,молекул,2026-09-18,python scripts/score_docking.py --run runs/2026-09-16-6tgu-s0-n100,
6tgu,docking,2026-09-16-6tgu-s0-n100:all7,vina_score_median,29.088,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-09-16-6tgu-s0-n100 --poses results/pose_optimization-2026-09-16-6tgu-s0-n100-all7.sdf,
6tgu,docking,2026-09-16-6tgu-s0-n100:all7,vina_score_wilcoxon_p,4.963e-01,,2026-09-18,python scripts/score_docking.py --run runs/2026-09-16-6tgu-s0-n100,парный двусторонний тест против исходных молекул
6tgu,docking,2026-09-16-6tgu-s0-n100:source,ligand_efficiency_median,-1.199,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-09-16-6tgu-s0-n100,
6tgu,docking,2026-09-16-6tgu-s0-n100:source,molecules,68,,2026-09-18,python scripts/score_docking.py --run runs/2026-09-16-6tgu-s0-n100,
6tgu,docking,2026-09-16-6tgu-s0-n100:source,positive_energy,68,поз,2026-09-18,python scripts/score_docking.py --run runs/2026-09-16-6tgu-s0-n100,
6tgu,docking,2026-09-16-6tgu-s0-n100:source,vina_min_median,16.342,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-09-16-6tgu-s0-n100,
6tgu,docking,2026-09-16-6tgu-s0-n100:source,vina_score_median,26.992,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-09-16-6tgu-s0-n100,
6tgu,docking,crystal,vina_score_median,-8.117,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-09-16-6tgu-s0-n100,кристаллический лиганд пакета мишени: калибровка шкалы
6tgu,klifs_rules,all,reference_bits,17,бит,2026-09-19,python scripts/klifs_rules.py --best-per-kinase,"правила FingerPrintLib, пороги: кольца 4.0 A и 30.0°, гидрофобный 4.5 A, водородная связь 3.5 A и 45.0°, ионный 4.0 A"
6tgu,klifs_rules,all,shared_bits,17,бит,2026-09-19,python scripts/klifs_rules.py --best-per-kinase,"правила FingerPrintLib, пороги: кольца 4.0 A и 30.0°, гидрофобный 4.5 A, водородная связь 3.5 A и 45.0°, ионный 4.0 A"
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7,all_atoms_connected,0.929,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7,aromatic_ring_flatness,0.990,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7,bond_angles,0.888,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7,bond_lengths,0.888,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7,double_bond_flatness,0.969,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7,internal_energy,0.837,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7,internal_steric_clash,0.918,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7,minimum_distance_to_protein,0.653,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7,molecules,98,,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7,sanitization,1.000,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7,valid_all,0.449,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7,volume_overlap_with_protein,0.990,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7-clash,all_atoms_connected,0.929,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7-clash,aromatic_ring_flatness,0.990,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7-clash,bond_angles,0.888,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7-clash,bond_lengths,0.888,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7-clash,double_bond_flatness,0.969,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7-clash,internal_energy,0.837,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7-clash,internal_steric_clash,0.918,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7-clash,minimum_distance_to_protein,0.949,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7-clash,molecules,98,,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7-clash,sanitization,1.000,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7-clash,valid_all,0.612,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:all7-clash,volume_overlap_with_protein,0.990,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-23-6tgu-s0-n100-prep-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:source,all_atoms_connected,0.929,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-23-6tgu-s0-n100-prep/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:source,aromatic_ring_flatness,0.990,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-23-6tgu-s0-n100-prep/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:source,bond_angles,0.888,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-23-6tgu-s0-n100-prep/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:source,bond_lengths,0.888,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-23-6tgu-s0-n100-prep/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:source,double_bond_flatness,0.959,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-23-6tgu-s0-n100-prep/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:source,internal_energy,0.837,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-23-6tgu-s0-n100-prep/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:source,internal_steric_clash,0.918,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-23-6tgu-s0-n100-prep/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:source,minimum_distance_to_protein,0.837,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-23-6tgu-s0-n100-prep/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:source,molecules,98,,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-23-6tgu-s0-n100-prep/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:source,sanitization,1.000,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-23-6tgu-s0-n100-prep/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:source,valid_all,0.582,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-23-6tgu-s0-n100-prep/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-23-6tgu-s0-n100-prep:source,volume_overlap_with_protein,0.990,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-23-6tgu-s0-n100-prep/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7,all_atoms_connected,0.958,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7,aromatic_ring_flatness,1.000,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7.sdf --target data/targets/6tgu/target.json,
